Wavelength	Counts
579.9765	275.56151
580.3344	254.49669
580.6924	300.72227
581.0502	290.18986
581.408	269.12504
581.7658	262.10343
582.1236	269.12504
582.4812	242.79401
582.8389	287.84932
583.1965	284.33852
583.554	261.5183
583.9115	266.7845
584.269	233.43187
584.6264	241.03861
584.9838	265.0291
585.3411	253.91155
585.6983	261.5183
586.0556	293.70066
586.4127	272.63584
586.7699	268.5399
587.127	269.12504
587.484	256.83722
587.841	349.87352
588.1979	269.12504
588.5548	273.22097
588.9117	245.13455
589.2685	238.11294
589.6253	265.0291
589.982	238.11294
590.3386	285.50879
590.6953	258.59263
591.0518	274.39124
591.4084	273.22097
591.7648	249.23048
592.1213	263.85883
592.4777	275.56151
592.834	260.34803
593.1903	284.92365
593.5466	239.86834
593.9028	250.40075
594.2589	268.5399
594.615	243.96428
594.9711	241.03861
595.3271	274.39124
595.6831	252.74129
596.039	266.19937
596.3949	243.37914
596.7507	300.13713
597.1065	265.0291
597.4623	236.35754
597.8179	283.16825
598.1736	279.07231
598.5292	284.92365
598.8847	266.19937
599.2403	293.11553
599.5957	259.76289
599.9511	263.2737
600.3065	269.12504
600.6618	245.13455
601.0171	249.81562
601.3723	250.40075
601.7275	221.14405
602.0826	254.49669
602.4377	243.96428
602.7928	231.09133
603.1478	248.64535
603.5027	244.54941
603.8576	255.66696
604.2125	296.62633
604.5673	254.49669
604.922	264.44396
605.2767	242.79401
605.6314	243.96428
605.986	273.22097
606.3406	245.13455
606.6951	259.76289
607.0496	247.47508
607.4041	262.68856
607.7584	275.56151
608.1128	250.40075
608.4671	253.32642
608.8213	247.47508
609.1755	273.22097
609.5297	279.07231
609.8838	281.99798
610.2378	268.5399
610.5919	262.68856
610.9458	265.61423
611.2997	271.46557
611.6536	258.00749
612.0074	264.44396
612.3612	283.16825
612.715	287.84932
613.0686	255.66696
613.4223	292.53039
613.7759	248.06021
614.1294	260.34803
614.4829	246.88995
614.8364	246.88995
615.1898	279.07231
615.5431	249.81562
615.8964	271.46557
616.2497	258.59263
616.6029	274.39124
616.9561	273.22097
617.3092	269.12504
617.6623	291.94526
618.0153	273.80611
618.3683	250.98588
618.7212	295.45606
619.0741	285.50879
619.427	277.90205
619.7798	254.49669
620.1325	297.21146
620.4852	254.49669
620.8379	246.88995
621.1905	279.07231
621.543	267.95477
621.8956	244.54941
622.248	274.39124
622.6004	269.71017
622.9528	261.5183
623.3051	266.7845
623.6574	242.20888
624.0096	258.00749
624.3618	255.66696
624.714	281.41285
625.0661	287.84932
625.4181	249.23048
625.7701	291.94526
626.122	257.42236
626.4739	273.22097
626.8258	241.62374
627.1776	274.97638
627.5294	276.14664
627.8811	282.58312
628.2327	301.89254
628.5844	263.2737
628.9359	236.94267
629.2874	267.36963
629.6389	277.90205
629.9904	286.09392
630.3417	252.15615
630.6931	244.54941
631.0444	288.43446
631.3956	258.59263
631.7468	273.22097
632.0979	257.42236
632.449	234.017
632.8001	267.36963
633.1511	267.95477
633.5021	225.23999
633.853	281.41285
634.2038	267.95477
634.5546	287.84932
634.9054	248.06021
635.2561	225.82513
635.6068	267.95477
635.9574	269.12504
636.308	265.61423
636.6585	250.40075
637.009	260.93316
637.3595	250.40075
637.7098	280.24258
638.0602	273.80611
638.4105	288.43446
638.7607	260.93316
639.1109	262.68856
639.4611	280.24258
639.8112	271.46557
640.1612	259.76289
640.5113	239.86834
640.8612	254.49669
641.2111	274.97638
641.561	267.36963
641.9108	267.36963
642.2606	257.42236
642.6103	263.2737
642.96	247.47508
643.3096	283.16825
643.6592	288.43446
644.0088	287.26419
644.3582	241.03861
644.7077	262.10343
645.0571	250.98588
645.4064	265.0291
645.7557	283.75338
646.105	253.91155
646.4542	279.07231
646.8033	248.64535
647.1524	265.61423
647.5015	262.10343
647.8505	243.96428
648.1995	239.86834
648.5484	269.71017
648.8973	284.92365
649.2461	279.07231
649.5949	262.10343
649.9436	226.99539
650.2923	260.34803
650.6409	270.88044
650.9895	268.5399
651.338	230.5062
651.6865	297.7966
652.0349	291.94526
652.3833	238.69807
652.7317	244.54941
653.08	252.74129
653.4282	256.83722
653.7764	235.18727
654.1246	267.95477
654.4727	271.46557
654.8208	298.38173
655.1688	239.28321
655.5167	273.80611
655.8647	255.66696
656.2125	269.71017
656.5603	273.22097
656.9081	251.57102
657.2558	312.42495
657.6035	278.48718
657.9512	252.15615
658.2987	259.76289
658.6463	255.66696
658.9938	283.75338
659.3412	278.48718
659.6886	268.5399
660.0359	271.46557
660.3832	262.68856
660.7305	284.92365
661.0777	265.0291
661.4248	276.14664
661.7719	233.43187
662.119	269.12504
662.466	255.66696
662.813	267.95477
663.1599	260.34803
663.5067	253.32642
663.8535	278.48718
664.2003	268.5399
664.547	284.92365
664.8937	254.49669
665.2403	249.23048
665.5869	272.05071
665.9334	300.72227
666.2799	243.96428
666.6264	297.7966
666.9727	234.60213
667.3191	300.72227
667.6654	276.14664
668.0116	250.40075
668.3578	249.81562
668.7039	244.54941
669.05	250.98588
669.3961	295.45606
669.7421	273.22097
670.088	256.25209
670.4339	253.32642
670.7798	261.5183
671.1256	256.25209
671.4714	269.71017
671.8171	271.46557
672.1628	290.77499
672.5084	289.60472
672.8539	263.2737
673.1995	273.80611
673.5449	272.63584
673.8904	278.48718
674.2357	270.2953
674.5811	270.88044
674.9263	259.17776
675.2716	289.60472
675.6167	253.91155
675.9619	260.93316
676.307	263.85883
676.652	258.59263
676.997	244.54941
677.3419	255.08182
677.6868	280.24258
678.0317	286.67905
678.3765	252.74129
678.7212	255.08182
679.0659	261.5183
679.4106	262.68856
679.7552	253.91155
680.0997	243.96428
680.4443	262.10343
680.7887	285.50879
681.1331	280.24258
681.4775	291.36013
681.8218	230.5062
682.1661	275.56151
682.5103	245.71968
682.8545	262.68856
683.1986	230.5062
683.5426	247.47508
683.8867	287.84932
684.2306	285.50879
