Wavelength	Counts
656.2125	246.15853
656.5603	278.3409
656.9081	256.10581
657.2558	265.46795
657.6035	240.30719
657.9512	249.66933
658.2987	291.21384
658.6463	287.1179
658.9938	247.91393
659.3412	285.94764
659.6886	258.44634
660.0359	242.64773
660.3832	274.24496
660.7305	277.17063
661.0777	277.75576
661.4248	267.22335
661.7719	259.03148
662.119	249.0842
662.466	288.28817
662.813	265.46795
663.1599	290.62871
663.5067	284.77737
663.8535	284.77737
664.2003	271.90442
664.547	274.83009
664.8937	248.49907
665.2403	282.43683
665.5869	273.65982
665.9334	247.91393
666.2799	258.44634
666.6264	287.1179
666.9727	284.19223
667.3191	288.28817
667.6654	273.65982
668.0116	259.61661
668.3578	250.25447
668.7039	236.79639
669.05	290.04357
669.3961	281.26657
669.7421	254.93554
670.088	266.63822
670.4339	321.64081
670.7798	252.595
671.1256	287.1179
671.4714	260.20174
671.8171	280.68143
672.1628	278.3409
672.5084	294.72465
672.8539	271.90442
673.1995	286.53277
673.5449	270.14902
673.8904	263.71255
674.2357	270.14902
674.5811	247.3288
674.9263	252.00987
675.2716	285.3625
675.6167	277.75576
675.9619	271.90442
676.307	241.47746
676.652	261.95715
676.997	270.14902
677.3419	251.42473
677.6868	293.55438
678.0317	277.17063
678.3765	273.65982
678.7212	289.45844
679.0659	271.31929
679.4106	232.70045
679.7552	267.22335
680.0997	250.8396
680.4443	270.14902
680.7887	278.3409
681.1331	242.64773
681.4775	302.91652
681.8218	278.92603
682.1661	250.25447
682.5103	251.42473
682.8545	242.64773
683.1986	290.62871
683.5426	257.86121
683.8867	219.8275
684.2306	230.94505
684.5746	253.18014
684.9185	254.3504
685.2623	244.40313
685.6061	276.58549
685.9498	265.46795
686.2935	287.1179
686.6371	323.39621
686.9807	246.74366
687.3243	270.14902
687.6678	266.63822
688.0112	249.0842
688.3546	234.45585
688.6979	261.95715
689.0412	260.78688
689.3845	278.3409
689.7277	273.07469
690.0708	280.0963
690.4139	272.48956
690.757	302.33139
691.1	267.80848
691.443	252.00987
691.7859	257.27607
692.1287	257.86121
692.4716	260.20174
692.8143	247.91393
693.157	248.49907
693.4997	262.54228
693.8423	236.21125
694.1849	238.55179
694.5274	259.03148
694.8699	274.83009
695.2123	253.76527
695.5547	299.99085
695.897	271.31929
696.2393	273.07469
696.5815	264.88282
696.9237	254.3504
697.2658	243.23286
697.6079	264.29768
697.95	262.54228
698.292	231.53018
698.6339	242.64773
698.9758	257.27607
699.3176	263.12741
699.6594	274.24496
700.0012	276.00036
700.3429	264.29768
700.6845	257.86121
701.0261	279.51116
701.3677	252.00987
701.7092	295.89491
702.0506	244.40313
702.392	251.42473
702.7334	271.31929
703.0747	250.8396
703.4159	235.62612
703.7571	253.76527
704.0983	295.30978
704.4394	256.69094
704.7805	274.24496
705.1215	270.73415
705.4624	273.07469
705.8034	231.53018
706.1442	254.3504
706.485	254.3504
706.8258	250.8396
707.1665	289.45844
707.5072	261.95715
707.8478	244.98826
708.1884	286.53277
708.5289	259.03148
708.8694	273.07469
709.2098	271.90442
709.5502	247.91393
709.8905	233.28558
710.2308	260.78688
710.571	275.41523
710.9112	273.07469
711.2513	268.39362
711.5914	272.48956
711.9315	276.58549
712.2714	257.27607
712.6114	291.21384
712.9513	261.95715
713.2911	245.5734
713.6309	251.42473
713.9706	261.95715
714.3103	267.80848
714.65	290.04357
714.9896	239.13692
715.3291	277.75576
715.6686	235.62612
716.0081	248.49907
716.3475	257.27607
716.6868	236.79639
717.0261	264.29768
717.3654	275.41523
717.7046	270.14902
718.0437	240.89232
718.3828	246.15853
718.7219	269.56389
719.0609	277.75576
719.3998	283.02197
719.7387	241.47746
720.0776	268.39362
720.4164	251.42473
720.7552	228.60451
721.0939	244.40313
721.4325	282.43683
721.7711	291.79898
722.1097	297.06518
722.4482	273.07469
722.7867	267.80848
723.1251	315.20433
723.4635	266.63822
723.8018	267.22335
724.14	290.04357
724.4783	243.23286
724.8164	270.73415
725.1546	288.87331
725.4926	282.43683
725.8306	270.14902
726.1686	261.37201
726.5065	291.21384
726.8444	268.39362
727.1822	283.02197
727.52	270.73415
727.8577	285.94764
728.1954	279.51116
728.533	273.65982
728.8706	277.17063
729.2081	266.63822
729.5456	262.54228
729.883	281.26657
730.2204	264.29768
730.5578	284.19223
730.895	270.14902
731.2323	255.52067
731.5695	249.0842
731.9066	284.19223
732.2437	277.17063
732.5807	260.78688
732.9177	252.00987
733.2546	287.1179
733.5915	280.68143
733.9283	299.40572
734.2651	274.83009
734.6019	256.10581
734.9386	270.73415
735.2752	263.71255
735.6118	290.62871
735.9483	288.28817
736.2848	273.65982
736.6213	281.8517
736.9576	268.39362
737.294	260.78688
737.6303	278.3409
737.9665	290.04357
738.3027	259.03148
738.6389	262.54228
738.975	249.0842
739.311	223.92344
739.647	253.18014
739.9829	242.06259
740.3188	240.30719
740.6547	231.53018
740.9905	266.05308
741.3262	274.83009
741.6619	255.52067
741.9976	291.79898
742.3332	268.39362
742.6687	271.90442
743.0042	272.48956
743.3397	242.06259
743.6751	265.46795
744.0104	236.79639
744.3457	273.65982
744.681	253.76527
745.0162	280.0963
745.3513	261.95715
745.6864	244.98826
746.0215	261.37201
746.3565	279.51116
746.6914	267.22335
747.0263	220.41264
747.3612	274.24496
747.696	284.19223
748.0307	260.78688
748.3654	260.20174
748.7001	256.10581
749.0347	254.93554
749.3692	257.86121
749.7037	268.39362
750.0382	253.18014
750.3726	258.44634
750.707	262.54228
751.0413	257.27607
751.3755	282.43683
751.7097	284.19223
752.0439	240.30719
752.378	280.0963
752.712	264.29768
753.046	284.19223
753.38	268.39362
753.7139	260.78688
754.0478	273.07469
754.3816	235.04098
754.7153	269.56389
755.049	271.90442
755.3827	274.24496
755.7163	264.88282
756.0498	276.00036
756.3833	274.83009
756.7168	252.00987
757.0502	248.49907
757.3836	250.8396
757.7169	253.18014
758.0501	267.22335
758.3833	260.78688
758.7165	250.8396
759.0496	269.56389
759.3827	276.58549
759.7157	284.77737
760.0486	272.48956
760.3815	253.18014
760.7144	263.12741
761.0472	272.48956
761.3799	264.29768
761.7126	240.89232
762.0453	248.49907
762.3779	277.17063
762.7105	261.37201
763.043	270.14902
763.3754	260.78688
763.7078	275.41523
764.0402	290.62871
764.3725	291.79898
764.7047	250.25447
765.037	257.27607
765.3691	252.595
765.7012	257.27607
766.0333	224.50857
766.3653	238.55179
766.6972	238.55179
767.0291	269.56389
767.361	271.90442
767.6928	263.12741
768.0245	250.25447
768.3562	273.07469
768.6879	287.1179
769.0195	250.8396
769.3511	290.62871
769.6826	245.5734
770.014	232.70045
770.3454	299.99085
770.6768	256.69094
771.0081	303.50165
771.3393	261.95715
771.6705	292.96924
772.0017	285.3625
772.3328	265.46795
772.6638	285.3625
772.9948	227.43424
773.3258	254.3504
773.6567	269.56389
773.9875	280.0963
774.3183	298.82058
774.6491	256.69094
774.9797	265.46795
775.3104	242.64773
775.641	237.38152
775.9715	240.30719
776.302	275.41523
776.6325	251.42473
776.9629	270.14902
777.2932	264.88282
777.6235	260.78688
777.9538	278.92603
778.2839	248.49907
778.6141	253.76527
778.9442	278.92603
779.2742	248.49907
779.6042	271.31929
779.9342	267.22335
780.264	276.00036
780.5939	252.00987
780.9237	281.26657
781.2534	280.68143
781.5831	257.27607
781.9127	263.12741
782.2423	244.40313
782.5719	251.42473
782.9014	263.71255
783.2308	256.10581
783.5602	292.38411
783.8895	247.3288
784.2188	244.98826
784.548	301.16112
784.8772	263.12741
785.2063	304.08679
785.5354	268.97875
785.8645	245.5734
786.1934	233.28558
786.5224	256.69094
786.8512	261.95715
787.1801	277.75576
787.5088	263.71255
787.8376	249.0842
788.1663	249.66933
788.4949	275.41523
788.8235	273.65982
789.152	273.07469
789.4805	277.75576
789.8089	263.12741
790.1372	257.27607
790.4656	265.46795
790.7938	251.42473
791.1221	253.76527
791.4502	273.07469
791.7783	256.10581
792.1064	260.78688
792.4344	270.73415
792.7624	240.89232
793.0903	250.8396
793.4182	237.96665
793.746	265.46795
794.0738	234.45585
794.4015	311.69353
794.7291	271.90442
795.0567	281.26657
795.3843	254.93554
795.7118	256.10581
796.0393	257.27607
796.3667	288.28817
796.694	247.91393
797.0213	287.70304
797.3486	270.14902
797.6758	273.65982
798.0029	279.51116
798.3301	284.19223
798.6571	245.5734
798.9841	259.61661
799.3111	287.1179
799.638	278.92603
799.9648	287.1179
800.2916	260.78688
800.6183	291.79898
800.945	222.75317
801.2717	247.3288
801.5983	262.54228
801.9248	256.10581
802.2513	254.93554
802.5777	252.595
802.9041	262.54228
803.2305	273.07469
803.5568	264.29768
803.883	256.69094
804.2092	245.5734
804.5353	259.61661
804.8614	266.05308
805.1874	244.98826
805.5134	253.18014
805.8393	283.02197
806.1652	257.27607
806.491	246.15853
806.8168	284.77737
807.1425	239.13692
807.4682	251.42473
807.7938	276.58549
808.1194	260.78688
808.4449	256.10581
808.7704	275.41523
809.0958	277.17063
809.4212	245.5734
809.7465	254.3504
810.0718	233.87072
810.397	274.83009
810.7221	261.95715
811.0473	262.54228
811.3723	247.3288
811.6973	270.14902
812.0223	254.93554
812.3472	266.63822
812.672	261.37201
812.9968	285.94764
813.3216	245.5734
813.6463	276.58549
813.9709	252.00987
814.2955	240.89232
814.6201	243.23286
814.9446	244.40313
815.269	264.88282
815.5934	266.05308
815.9178	225.09371
816.2421	265.46795
816.5663	254.3504
816.8905	270.14902
817.2146	283.02197
817.5387	260.20174
817.8627	255.52067
818.1867	254.93554
818.5107	303.50165
818.8345	276.00036
819.1584	266.05308
819.4822	272.48956
819.8059	266.05308
820.1296	283.6071
820.4532	260.20174
820.7767	255.52067
821.1003	262.54228
821.4237	271.90442
821.7472	266.05308
822.0705	252.595
822.3938	238.55179
822.7171	263.12741
823.0403	252.595
823.3635	239.13692
823.6866	263.12741
824.0096	249.0842
824.3326	258.44634
824.6556	259.03148
824.9785	257.86121
825.3014	288.87331
825.6242	254.3504
825.9469	266.05308
826.2696	287.70304
826.5922	278.3409
826.9148	270.73415
827.2374	249.0842
827.5599	268.39362
827.8823	252.00987
828.2047	261.37201
828.527	260.20174
828.8493	243.81799
829.1716	261.95715
829.4937	260.78688
829.8159	281.26657
830.1379	234.45585
830.46	233.87072
830.7819	264.29768
831.1039	259.03148
831.4257	249.66933
831.7476	233.87072
832.0693	256.10581
832.391	284.77737
832.7127	243.23286
833.0343	273.65982
833.3559	240.30719
