Wavelength	od	Transmission	
1769	-1.943727727	87.84716034	
1768	-1.943296399	87.75995636	
1767	-1.943388474	87.77856445	
1766	-1.943587168	87.81873322	
1765	-1.943397005	87.7802887	
1764	-1.943287715	87.7582016	
1763	-1.942732421	87.64606476	
1762	-1.94323221	87.74698639	
1761	-1.942583598	87.61603546	
1760	-1.941926555	87.48358154	
1759	-1.942305892	87.56002808	
1758	-1.942132392	87.52505493	
1757	-1.941818371	87.46179199	
1756	-1.941302957	87.35805511	
1755	-1.941439328	87.38549042	
1754	-1.941161762	87.32965851	
1753	-1.94104204	87.30558777	
1752	-1.940769765	87.25086975	
1751	-1.939991556	87.09466553	
1750	-1.939564838	87.00913239	
1749	-1.939269266	86.94993591	
1748	-1.93885126	86.86628723	
1747	-1.938536765	86.80340576	
1746	-1.937553083	86.60701752	
1745	-1.937127447	86.52217865	
1744	-1.936432211	86.38378143	
1743	-1.936582582	86.41369629	
1742	-1.935882441	86.27449799	
1741	-1.935292633	86.15740967	
1740	-1.934698789	86.03968048	
1739	-1.934338492	85.96833038	
1738	-1.933723001	85.84658051	
1737	-1.932858228	85.67581177	
1736	-1.932730702	85.65065765	
1735	-1.932350764	85.57575989	
1734	-1.931015737	85.31310272	
1733	-1.931057486	85.32130432	
1732	-1.930784822	85.2677536	
1731	-1.930554989	85.22264099	
1730	-1.929672308	85.04960632	
1729	-1.929551247	85.02590179	
1728	-1.928478617	84.81616211	
1727	-1.928468108	84.8141098	
1726	-1.92788805	84.70090485	
1725	-1.927446604	84.61485291	
1724	-1.927137219	84.55459595	
1723	-1.926619491	84.45385742	
1722	-1.926751922	84.47961426	
1721	-1.925456354	84.22797394	
1720	-1.925320654	84.20166016	
1719	-1.924540808	84.05059814	
1718	-1.924628946	84.06765747	
1717	-1.923691825	83.88645172	
1716	-1.922923607	83.73819733	
1715	-1.923032645	83.75922394	
1714	-1.923035374	83.75975037	
1713	-1.922187205	83.59632874	
1712	-1.921629449	83.48903656	
1711	-1.92119359	83.4052887	
1710	-1.920499688	83.27213287	
1709	-1.919587818	83.09747314	
1708	-1.919106714	83.00547028	
1707	-1.917873858	82.77017212	
1706	-1.91763825	82.72528076	
1705	-1.916861366	82.57743073	
1704	-1.916130721	82.43862152	
1703	-1.915263832	82.27423096	
1702	-1.914744446	82.17589569	
1701	-1.914345651	82.1004715	
1700	-1.913611849	81.96186829	
1699	-1.912950176	81.83708954	
1698	-1.912556861	81.76300812	
1697	-1.911935663	81.64614105	
1696	-1.912174669	81.69108582	
1695	-1.911353807	81.53682709	
1694	-1.911351613	81.5364151	
1693	-1.910715705	81.41711426	
1692	-1.910150468	81.31121826	
1691	-1.909149809	81.12408447	
1690	-1.909545281	81.19799042	
1689	-1.908578561	81.01744843	
1688	-1.908655483	81.03179932	
1687	-1.907665344	80.84726715	
1686	-1.907837154	80.8792572	
1685	-1.908144546	80.93652344	
1684	-1.907588329	80.83293152	
1683	-1.906781333	80.68286896	
1682	-1.907071251	80.73674774	
1681	-1.906564404	80.64257813	
1680	-1.906558857	80.64154816	
1679	-1.905313337	80.41060638	
1678	-1.904744032	80.30526733	
1677	-1.904283449	80.22014618	
1676	-1.903555312	80.08576202	
1675	-1.902532646	79.8973999	
1674	-1.901735719	79.75092316	
1673	-1.900743985	79.5690155	
1672	-1.90049377	79.52318573	
1671	-1.899085683	79.26576996	
1670	-1.898603071	79.17773438	
1669	-1.89815553	79.09618378	
1668	-1.898270045	79.11704254	
1667	-1.898237126	79.11104584	
1666	-1.898063067	79.0793457	
1665	-1.89788764	79.04740906	
1664	-1.898462021	79.15202332	
1663	-1.898332609	79.12844086	
1662	-1.899129655	79.27379608	
1661	-1.898663745	79.188797	
1660	-1.898527738	79.16400146	
1659	-1.898598132	79.17683411	
1658	-1.898196791	79.10369873	
1657	-1.898209608	79.10603333	
1656	-1.898137391	79.09288025	
1655	-1.898019489	79.07141113	
1654	-1.898077774	79.08202362	
1653	-1.897234086	78.92854309	
1652	-1.89717275	78.91739655	
1651	-1.89645155	78.78645325	
1650	-1.896052555	78.7141037	
1649	-1.89528159	78.57449341	
1648	-1.895624119	78.63648987	
1647	-1.895593149	78.63088226	
1646	-1.895353482	78.58750153	
1645	-1.895005844	78.52462006	
1644	-1.894839434	78.49453735	
1643	-1.895256709	78.56999207	
1642	-1.895093307	78.54043579	
1641	-1.894959806	78.51629639	
1640	-1.894855685	78.49747467	
1639	-1.89418305	78.37599182	
1638	-1.893712096	78.29104614	
1637	-1.894086566	78.35858154	
1636	-1.893909101	78.3265686	
1635	-1.893315362	78.21955872	
1634	-1.893524444	78.25722504	
1633	-1.893531684	78.25852966	
1632	-1.893246055	78.20707703	
1631	-1.893485786	78.2502594	
1630	-1.893633286	78.27684021	
1629	-1.893106136	78.18188477	
1628	-1.893300578	78.21689606	
1627	-1.893781498	78.30355835	
1626	-1.892820396	78.13046265	
1625	-1.893401302	78.23503876	
1624	-1.892950952	78.15395355	
1623	-1.893072569	78.17584229	
1622	-1.893025563	78.16738129	
1621	-1.892805638	78.12780762	
1620	-1.893451529	78.24408722	
1619	-1.893070196	78.17541504	
1618	-1.892896004	78.14406586	
1617	-1.893185804	78.19622803	
1616	-1.893420614	78.23851776	
1615	-1.893485108	78.25013733	
1614	-1.893277278	78.21269989	
1613	-1.894036751	78.34959412	
1612	-1.893672312	78.28387451	
1611	-1.893988538	78.34089661	
1610	-1.894411744	78.41727448	
1609	-1.894668653	78.46367645	
1608	-1.894748585	78.4781189	
1607	-1.895138867	78.54867554	
1606	-1.89469475	78.46839142	
1605	-1.895001835	78.52389526	
1604	-1.895184253	78.55688477	
1603	-1.895492847	78.6127243	
1602	-1.89593758	78.69326782	
1601	-1.896009153	78.70623779	
1600	-1.896726758	78.83639526	
1599	-1.896859465	78.86048889	
1598	-1.897356944	78.95087433	
1597	-1.896998558	78.88574982	
1596	-1.898143843	79.09405518	
1595	-1.898481528	79.15557861	
1594	-1.898683536	79.1924057	
1593	-1.898541299	79.16647339	
1592	-1.899677685	79.37389374	
1591	-1.899774396	79.39157104	
1590	-1.900299146	79.48755646	
1589	-1.900698884	79.56075287	
1588	-1.901341052	79.67848206	
1587	-1.901396855	79.6887207	
1586	-1.901818929	79.76620483	
1585	-1.902616119	79.91275787	
1584	-1.903363547	80.05040741	
1583	-1.903378613	80.05318451	
1582	-1.90377929	80.1270752	
1581	-1.90513863	80.37826538	
1580	-1.905182818	80.38644409	
1579	-1.905811398	80.50287628	
1578	-1.906303502	80.59414673	
1577	-1.906852373	80.69606781	
1576	-1.907565538	80.82868958	
1575	-1.907736281	80.86047363	
1574	-1.908793751	81.05760193	
1573	-1.909484312	81.1865921	
1572	-1.910063744	81.29498291	
1571	-1.910962298	81.46335602	
1570	-1.911387778	81.54320526	
1569	-1.912191095	81.69417572	
1568	-1.912625626	81.7759552	
1567	-1.913456181	81.93249512	
1566	-1.913944551	82.02468109	
1565	-1.914848623	82.19561005	
1564	-1.914787991	82.18413544	
1563	-1.91578871	82.37372589	
1562	-1.91631412	82.47344208	
1561	-1.916713401	82.54930115	
1560	-1.917801075	82.75630188	
1559	-1.918684377	82.92478943	
1558	-1.919412538	83.06394196	
1557	-1.919826556	83.14316559	
1556	-1.92055181	83.28212738	
1555	-1.920999125	83.36795044	
1554	-1.921900663	83.5411911	
1553	-1.922641827	83.68388367	
1552	-1.922788499	83.71215057	
1551	-1.923202042	83.79190063	
1550	-1.924116504	83.96852112	
1549	-1.924425919	84.02836609	
1548	-1.925373775	84.21195984	
1547	-1.925810964	84.29677582	
1546	-1.926426538	84.41634369	
1545	-1.927151796	84.55743408	
1544	-1.927549579	84.63491821	
1543	-1.928030889	84.7287674	
1542	-1.92927744	84.97231293	
1541	-1.929743596	85.06356812	
1540	-1.93023073	85.15903473	
1539	-1.93117343	85.34408569	
1538	-1.931662881	85.44032288	
1537	-1.932389404	85.58337402	
1536	-1.932547141	85.61446381	
1535	-1.933344433	85.77178192	
1534	-1.933736471	85.84924316	
1533	-1.934464777	85.99333191	
1532	-1.935189863	86.13702393	
1531	-1.935757068	86.24959564	
1530	-1.936502629	86.397789	
1529	-1.936942747	86.48538971	
1528	-1.937465043	86.58946228	
1527	-1.938670726	86.83018494	
1526	-1.939044567	86.90496063	
1525	-1.939233139	86.94270325	
1524	-1.939420144	86.98014832	
1523	-1.940046716	87.10572815	
1522	-1.940443812	87.18540955	
1521	-1.941158309	87.32896423	
1520	-1.941669348	87.43178558	
1519	-1.941965829	87.49149323	
1518	-1.941991353	87.49663544	
1517	-1.942455113	87.59011841	
1516	-1.943072679	87.71475983	
1515	-1.943787091	87.85916901	
1514	-1.943893353	87.88066864	
1513	-1.944006976	87.90366364	
1512	-1.943655756	87.83260345	
1511	-1.944492462	88.00198364	
1510	-1.944366951	87.97655487	
1509	-1.945104845	88.12615967	
1508	-1.944606681	88.02513123	
1507	-1.945629139	88.23261261	
1506	-1.945470448	88.20037842	
1505	-1.945323725	88.17058563	
1504	-1.945161502	88.13765717	
1503	-1.945698945	88.24679565	
1502	-1.945196914	88.14484406	
1501	-1.945398502	88.18576813	
1500	-1.945413155	88.18874359	
1499	-1.945357546	88.17745209	
1498	-1.944996736	88.10422516	
1497	-1.944743938	88.05295563	
1496	-1.94507751	88.1206131	
1495	-1.944532069	88.01000977	
1494	-1.944907108	88.08604431	
1493	-1.944339344	87.97096252	
1492	-1.943109205	87.72213745	
1491	-1.943853649	87.87263489	
1490	-1.943093832	87.71903229	
1489	-1.943810397	87.86388397	
1488	-1.943091792	87.7186203	
1487	-1.942724256	87.64441681	
1486	-1.942001956	87.49877167	
1485	-1.942334083	87.56571198	
1484	-1.941556817	87.40913391	
1483	-1.940772309	87.25138092	
1482	-1.940265916	87.14970398	
1481	-1.93990827	87.07796478	
1480	-1.939059093	86.90786743	
1479	-1.93863329	86.8227005	
1478	-1.938023477	86.70087433	
1477	-1.937698592	86.63603973	
1476	-1.936875006	86.47190094	
1475	-1.935748232	86.24784088	
1474	-1.935603721	86.21914673	
1473	-1.934682345	86.03642273	
1472	-1.934515326	86.00334167	
1471	-1.933639045	85.82998657	
1470	-1.932626588	85.63012695	
1469	-1.932135317	85.53331757	
1468	-1.93089571	85.28952789	
1467	-1.930579599	85.2274704	
1466	-1.929326218	84.9818573	
1465	-1.928960108	84.9102478	
1464	-1.928337489	84.78860474	
1463	-1.927300439	84.58638	
1462	-1.926520612	84.43463135	
1461	-1.924979309	84.13550568	
1460	-1.924769275	84.09482574	
1459	-1.92407357	83.96022034	
1458	-1.922772469	83.70906067	
1457	-1.921545504	83.47290039	
1456	-1.921091481	83.38568115	
1455	-1.919701363	83.11920166	
1454	-1.919290817	83.04066467	
1453	-1.917732444	82.7432251	
1452	-1.917003786	82.60451508	
1451	-1.916163195	82.44478607	
1450	-1.915105612	82.2442627	
1449	-1.914481717	82.12619781	
1448	-1.912776853	81.80443573	
1447	-1.912738818	81.79727173	
1446	-1.910750622	81.42366028	
1445	-1.909944634	81.27268982	
1444	-1.909300577	81.1522522	
1443	-1.907673254	80.84873962	
1442	-1.906464303	80.62399292	
1441	-1.905143782	80.37921906	
1440	-1.904352049	80.2328186	
1439	-1.903890554	80.1476059	
1438	-1.902508012	79.89286804	
1437	-1.901894607	79.78010559	
1436	-1.900590091	79.54082489	
1435	-1.899432953	79.32917786	
1434	-1.898830746	79.21925354	
1433	-1.897513582	78.97935486	
1432	-1.896371511	78.77193451	
1431	-1.895256794	78.57000732	
1430	-1.894270636	78.39179993	
1429	-1.893890318	78.32318115	
1428	-1.892855721	78.13681793	
1427	-1.891951933	77.97438049	
1426	-1.890986002	77.80114746	
1425	-1.890624449	77.73640442	
1424	-1.889557422	77.54564667	
1423	-1.889056356	77.45623016	
1422	-1.888724573	77.39707947	
1421	-1.887991854	77.26660919	
1420	-1.887442908	77.16900635	
1419	-1.886720193	77.04069519	
1418	-1.88563649	76.84869385	
1417	-1.885405155	76.80776978	
1416	-1.885044968	76.74409485	
1415	-1.884174125	76.59036255	
1414	-1.883637873	76.49584961	
1413	-1.883148182	76.40964508	
1412	-1.882295119	76.25970459	
1411	-1.88196852	76.20237732	
1410	-1.881986	76.20544434	
1409	-1.880754645	75.98968506	
1408	-1.880716403	75.98299408	
1407	-1.879770668	75.81771088	
1406	-1.879270995	75.73052979	
1405	-1.87882392	75.65261078	
1404	-1.878408169	75.58022308	
1403	-1.878486723	75.59389496	
1402	-1.878242161	75.5513382	
1401	-1.87748085	75.41901398	
1400	-1.877145158	75.36074066	
1399	-1.876917304	75.32121277	
1398	-1.876676038	75.2793808	
1397	-1.876091569	75.17813873	
1396	-1.87578722	75.12547302	
1395	-1.87559007	75.09137726	
1394	-1.875401527	75.05878448	
1393	-1.875285545	75.03874207	
1392	-1.875202126	75.02433014	
1391	-1.875375834	75.05434418	
1390	-1.874906964	74.97335815	
1389	-1.875016685	74.99230194	
1388	-1.874898081	74.97182465	
1387	-1.875291462	75.0397644	
1386	-1.875166882	75.01824188	
1385	-1.874904798	74.97298431	
1384	-1.875589452	75.09127045	
1383	-1.874778958	74.95126343	
1382	-1.875679634	75.10686493	
1381	-1.875840539	75.13469696	
1380	-1.876179576	75.19337463	
1379	-1.876504963	75.24973297	
1378	-1.876555553	75.25849915	
1377	-1.877398248	75.40467072	
1376	-1.877243502	75.37780762	
1375	-1.877530141	75.42757416	
1374	-1.878316272	75.56423187	
1373	-1.878567716	75.60799408	
1372	-1.879299652	75.73552704	
1371	-1.879828176	75.82775116	
1370	-1.880226942	75.89740753	
1369	-1.881227919	76.07254028	
1368	-1.881165499	76.06160736	
1367	-1.882174661	76.23855591	
1366	-1.883009223	76.3852005	
1365	-1.883017595	76.38667297	
1364	-1.883817159	76.5274353	
1363	-1.884709112	76.68476868	
1362	-1.885098933	76.75363159	
1361	-1.885945479	76.90338898	
1360	-1.887443595	77.16912842	
1359	-1.888339279	77.32844543	
1358	-1.888384954	77.33657837	
1357	-1.88959515	77.55238342	
1356	-1.890225864	77.66509247	
1355	-1.89146077	77.88624573	
1354	-1.891974369	77.97840881	
1353	-1.892959728	78.15553284	
1352	-1.893946241	78.33326721	
1351	-1.894663206	78.46269226	
1350	-1.896058532	78.71518707	
1349	-1.896470475	78.78988647	
1348	-1.898025607	79.07252502	
1347	-1.899111933	79.27056122	
1346	-1.900311568	79.48983002	
1345	-1.90158521	79.72328949	
1344	-1.902165185	79.82982635	
1343	-1.902938041	79.97201538	
1342	-1.903735869	80.11906433	
1341	-1.905438297	80.43374634	
1340	-1.906076092	80.55195618	
1339	-1.907080772	80.73851776	
1338	-1.908396693	80.98352814	
1337	-1.90946215	81.18244934	
1336	-1.911005491	81.47145844	
1335	-1.911675451	81.59723663	
1334	-1.9127726	81.80363464	
1333	-1.913188219	81.88195801	
1332	-1.914600961	82.14875031	
1331	-1.915526612	82.32402802	
1330	-1.917238055	82.649086	
1329	-1.918081371	82.80973053	
1328	-1.918876327	82.96144867	
1327	-1.919601574	83.10010529	
1326	-1.921135426	83.39411926	
1325	-1.922449871	83.64690399	
1324	-1.922649627	83.68538666	
1323	-1.924211672	83.98692322	
1322	-1.9245604	84.05438995	
1321	-1.925785729	84.29187775	
1320	-1.926631221	84.45613861	
1319	-1.927705992	84.66540527	
1318	-1.928415638	84.80386353	
1317	-1.929482382	85.01242065	
1316	-1.930590095	85.22953033	
1315	-1.931376704	85.38404083	
1314	-1.932123851	85.53105927	
1313	-1.932357463	85.57707977	
1312	-1.933657844	85.83370209	
1311	-1.934086045	85.91837311	
1310	-1.934946685	86.08880615	
1309	-1.935052323	86.10974884	
1308	-1.935897534	86.27749634	
1307	-1.936289501	86.35540009	
1306	-1.937024266	86.50162506	
1305	-1.937230794	86.54277039	
1304	-1.938072965	86.71075439	
1303	-1.938151407	86.72641754	
1302	-1.938493248	86.79470825	
1301	-1.939447799	86.98568726	
1300	-1.939653748	87.02694702	
1299	-1.939839811	87.0642395	
1298	-1.940207438	87.13796997	
1297	-1.939444828	86.98509216	
1296	-1.940223979	87.14128876	
1295	-1.939599034	87.01598358	
1294	-1.939884526	87.07320404	
1293	-1.940149066	87.12625885	
1292	-1.940146974	87.12583923	
1291	-1.939694637	87.03514099	
1290	-1.940134234	87.12328339	
1289	-1.93944498	86.98512268	
1288	-1.939637986	87.02378845	
1287	-1.939260959	86.94827271	
1286	-1.938716401	86.83931732	
1285	-1.939306114	86.95731354	
1284	-1.937894286	86.67508698	
1283	-1.937633723	86.62310028	
1282	-1.936675057	86.43209839	
1281	-1.936910219	86.47891235	
1280	-1.93616674	86.33099365	
1279	-1.935330705	86.16496277	
1278	-1.934656772	86.03135681	
1277	-1.934083268	85.91782379	
1276	-1.933107409	85.72498322	
1275	-1.932506541	85.60646057	
1274	-1.93151743	85.41171265	
1273	-1.930670795	85.24536896	
1272	-1.930168044	85.14674377	
1271	-1.929520577	85.01989746	
1270	-1.928115076	84.74519348	
1269	-1.927138433	84.55483246	
1268	-1.92588285	84.31072998	
1267	-1.925370352	84.21129608	
1266	-1.923832931	83.91371155	
1265	-1.9233152	83.81373596	
1264	-1.922242929	83.60705566	
1263	-1.92043216	83.25918579	
1262	-1.919483855	83.07758331	
1261	-1.918157668	82.82427979	
1260	-1.917246233	82.6506424	
1259	-1.915853667	82.38604736	
1258	-1.914588498	82.14639282	
1257	-1.914249952	82.0823822	
1256	-1.912651638	81.78085327	
1255	-1.911030461	81.47614288	
1254	-1.910051598	81.29270935	
1253	-1.908965728	81.08970642	
1252	-1.907048227	80.73246765	
1251	-1.905946748	80.52796936	
1250	-1.90488318	80.33100128	
1249	-1.904301829	80.22354126	
1248	-1.902437419	79.87988281	
1247	-1.901342798	79.67880249	
1246	-1.899914937	79.41726685	
1245	-1.899328104	79.31002808	
1244	-1.897607588	78.99645233	
1243	-1.896474722	78.79065704	
1242	-1.895491625	78.61250305	
1241	-1.894324819	78.40158081	
1240	-1.893193898	78.19768524	
1239	-1.892036529	77.98957062	
1238	-1.890606035	77.73310852	
1237	-1.889859962	77.59968567	
1236	-1.888666047	77.38665009	
1235	-1.887120847	77.11180115	
1234	-1.886391226	76.98236084	
1233	-1.884898409	76.71820068	
1232	-1.884197269	76.59444427	
1231	-1.883863138	76.53553772	
1230	-1.882290991	76.2589798	
1229	-1.88180265	76.17327881	
1228	-1.881072353	76.04529572	
1227	-1.879750695	75.81422424	
1226	-1.879049594	75.69193268	
1225	-1.878441574	75.58603668	
1224	-1.877437618	75.41150665	
1223	-1.87697418	75.33107758	
1222	-1.876615514	75.26889038	
1221	-1.875935563	75.15113831	
1220	-1.874858613	74.9650116	
1219	-1.875107516	75.00798798	
1218	-1.873609557	74.74971771	
1217	-1.873613812	74.75045013	
1216	-1.873063997	74.65587616	
1215	-1.872528015	74.563797	
1214	-1.872922793	74.63160706	
1213	-1.872085373	74.48783875	
1212	-1.871922626	74.45993042	
1211	-1.871524354	74.39167786	
1210	-1.871776466	74.43487549	
1209	-1.871780072	74.43549347	
1208	-1.87121117	74.33805084	
1207	-1.871313852	74.35562897	
1206	-1.871441858	74.37754822	
1205	-1.871576552	74.40061951	
1204	-1.871723224	74.42575073	
1203	-1.871910166	74.45779419	
1202	-1.871826809	74.44350433	
1201	-1.872209862	74.50919342	
1200	-1.872734244	74.59921265	
1199	-1.87304074	74.65187836	
1198	-1.873137665	74.66854095	
1197	-1.873149336	74.67054749	
1196	-1.874272797	74.86396027	
1195	-1.874670636	74.93257141	
1194	-1.875294464	75.0402832	
1193	-1.875636928	75.09947968	
1192	-1.876401431	75.23179626	
1191	-1.876862489	75.31170654	
1190	-1.877684872	75.45445251	
1189	-1.878558513	75.60639191	
1188	-1.878933794	75.67175293	
1187	-1.880621285	75.96635437	
1186	-1.881754016	76.16474915	
1185	-1.882147106	76.23371887	
1184	-1.883274439	76.43186188	
1183	-1.88382729	76.52922058	
1182	-1.885202657	76.77196503	
1181	-1.886718344	77.04036713	
1180	-1.887853621	77.24201965	
1179	-1.888425782	77.34384918	
1178	-1.889867306	77.60099792	
1177	-1.890706151	77.75102997	
1176	-1.891977258	77.97892761	
1175	-1.893122156	78.18476868	
1174	-1.894642049	78.45886993	
1173	-1.895976231	78.70027161	
1172	-1.896829591	78.85506439	
1171	-1.898320674	79.12626648	
1170	-1.899599533	79.35961151	
1169	-1.900796034	79.57855225	
1168	-1.902137001	79.824646	
1167	-1.903140638	80.00933075	
1166	-1.904292701	80.22185516	
1165	-1.905826173	80.50561523	
1164	-1.907277221	80.7750473	
1163	-1.907957376	80.90164948	
1162	-1.908842147	81.06663513	
1161	-1.910042713	81.29104614	
1160	-1.911499466	81.56417847	
1159	-1.91242088	81.7374115	
1158	-1.914267673	82.08573151	
1157	-1.914778839	82.18240356	
1156	-1.916453868	82.49998474	
1155	-1.917707977	82.73856354	
1154	-1.918604976	82.90962982	
1153	-1.919071346	82.99871063	
1152	-1.920864092	83.34203339	
1151	-1.921586705	83.4808197	
1150	-1.923020105	83.75680542	
1149	-1.923977701	83.94168854	
1148	-1.924381358	84.01974487	
1147	-1.925779007	84.29057312	
1146	-1.92657849	84.4458847	
1145	-1.927236349	84.57389832	
1144	-1.928174345	84.75675964	
1143	-1.929086054	84.93487549	
1142	-1.92972373	85.05967712	
1141	-1.93078591	85.26796722	
1140	-1.93148717	85.40576172	
1139	-1.931587408	85.42547607	
1138	-1.93250747	85.60664368	
1137	-1.932849333	85.67405701	
1136	-1.932888315	85.68174744	
1135	-1.93371339	85.84468079	
1134	-1.934000693	85.90148926	
1133	-1.934620991	86.0242691	
1132	-1.934730905	86.0460434	
1131	-1.935131466	86.1254425	
1130	-1.935219789	86.14295959	
1129	-1.935861586	86.27035522	
1128	-1.935688105	86.23590088	
1127	-1.9357621	86.25059509	
1126	-1.936276954	86.35290527	
1125	-1.935696634	86.2375946	
1124	-1.93643808	86.38494873	
1123	-1.936270622	86.35164642	
1122	-1.935701437	86.23854828	
1121	-1.935817454	86.26158905	
1120	-1.935926259	86.28320313	
1119	-1.935636808	86.22571564	
1118	-1.934909235	86.08138275	
1117	-1.934555122	86.01122284	
1116	-1.9346327	86.02658844	
1115	-1.934615098	86.02310181	
1114	-1.933774717	85.85680389	
1113	-1.933196878	85.74264526	
1112	-1.933101302	85.72377777	
1111	-1.93226631	85.55912018	
1110	-1.931699992	85.44762421	
1109	-1.931586283	85.42525482	
1108	-1.930977557	85.30560303	
1107	-1.930674487	85.24609375	
1106	-1.930177811	85.14865875	
1105	-1.928993315	84.91674042	
1104	-1.928562288	84.83250427	
1103	-1.92861474	84.84275055	
1102	-1.927489676	84.62324524	
1101	-1.926866355	84.50187683	
1100	-1.926426695	84.41637421	
1099	-1.92564152	84.26389313	
1098	-1.924973244	84.13433075	
1097	-1.924631547	84.06816101	
1096	-1.923812555	83.90977478	
1095	-1.923262183	83.80350494	
1094	-1.922231476	83.60485077	
1093	-1.922187364	83.59635925	
1092	-1.921476391	83.45961761	
1091	-1.921311006	83.42784119	
1090	-1.920344479	83.24237823	
1089	-1.919523856	83.0852356	
1088	-1.919122761	83.00853729	
1087	-1.918686295	82.92515564	
1086	-1.91831622	82.85452271	
1085	-1.917844955	82.7646637	
1084	-1.917432929	82.68618011	
1083	-1.916710832	82.54881287	
1082	-1.916785684	82.56304169	
1081	-1.916595538	82.52690125	
1080	-1.915612574	82.3403244	
1079	-1.915796755	82.37525177	
1078	-1.915276235	82.27658081	
1077	-1.914646859	82.15743256	
1076	-1.914962084	82.21708679	
1075	-1.914546466	82.13844299	
1074	-1.914102911	82.05459595	
1073	-1.914357557	82.10272217	
1072	-1.914178174	82.06881714	
1071	-1.914021093	82.03913879	
1070	-1.913840722	82.00507355	
1069	-1.914096531	82.0533905	
1068	-1.913762694	81.99034119	
1067	-1.913536731	81.94769287	
1066	-1.914034663	82.04170227	
1065	-1.914042861	82.04325104	
1064	-1.914283132	82.08865356	
1063	-1.91419287	82.07159424	
1062	-1.914539447	82.13711548	
1061	-1.914705454	82.16851807	
1060	-1.914691865	82.16594696	
1059	-1.914566111	82.14215851	
1058	-1.915091591	82.24160767	
1057	-1.915706525	82.35813904	
1056	-1.915869392	82.38903046	
1055	-1.916113358	82.43532562	
1054	-1.916281658	82.46727753	
1053	-1.916992876	82.60243988	
1052	-1.917479691	82.69508362	
1051	-1.918042838	82.80238342	
1050	-1.91837952	82.86660004	
1049	-1.91868226	82.92438507	
1048	-1.918703316	82.92840576	
1047	-1.919231799	83.0293808	
1046	-1.919919918	83.16104126	
1045	-1.920571941	83.28598785	
1044	-1.921199032	83.40633392	
1043	-1.921385546	83.44216156	
1042	-1.921769997	83.51605988	
1041	-1.922333912	83.62457275	
1040	-1.923226241	83.79656982	
1039	-1.923959938	83.93825531	
1038	-1.924154463	83.9758606	
1037	-1.92511173	84.16116333	
1036	-1.924922202	84.12444305	
1035	-1.926039039	84.34105682	
1034	-1.926354075	84.40225983	
1033	-1.926798593	84.48869324	
1032	-1.927147525	84.55660248	
1031	-1.927949462	84.712883	
1030	-1.927948915	84.71277618	
1029	-1.928150106	84.75202942	
1028	-1.928566037	84.83323669	
1027	-1.929666931	85.04855347	
1026	-1.930131775	85.13963318	
1025	-1.930980276	85.30613708	
1024	-1.930292862	85.17121887	
1023	-1.93141803	85.39216614	
1022	-1.931777423	85.46286011	
1021	-1.932066125	85.51969147	
1020	-1.932289545	85.56369781	
1019	-1.932629877	85.63077545	
1018	-1.932677507	85.64016724	
1017	-1.93270366	85.64532471	
1016	-1.93372686	85.84734344	
1015	-1.933728674	85.84770203	
1014	-1.9339377	85.88903046	
1013	-1.934061132	85.91344452	
1012	-1.933847072	85.87110901	
1011	-1.934222928	85.94545746	
1010	-1.934567257	86.0136261	
1009	-1.934462233	85.99282837	
1008	-1.935037893	86.10688782	
1007	-1.934763982	86.05259705	
1006	-1.935149086	86.12893677	
1005	-1.935423677	86.18341064	
1004	-1.934766369	86.05307007	
1003	-1.934771606	86.05410767	
1002	-1.934909273	86.08139038	
1001	-1.935208557	86.14073181	
1000	-1.935091415	86.11750031	
999	-1.934883675	86.07631683	
998	-1.934931944	86.08588409	
997	-1.935173399	86.13375854	
996	-1.934939411	86.0873642	
995	-1.934707415	86.04138947	
994	-1.93471246	86.04238892	
993	-1.934604583	86.02101898	
992	-1.934264447	85.95367432	
991	-1.934721625	86.04420471	
990	-1.933865824	85.87481689	
989	-1.934245557	85.94993591	
988	-1.933907416	85.88304138	
987	-1.934486238	85.99758148	
986	-1.93425824	85.95244598	
985	-1.933393066	85.78138733	
984	-1.933987038	85.89878845	
983	-1.933064233	85.71646118	
982	-1.932772751	85.65895081	
981	-1.9330243	85.70858002	
980	-1.933261717	85.75544739	
979	-1.932722617	85.64906311	
978	-1.932491911	85.60357666	
977	-1.932583906	85.62171173	
976	-1.932548728	85.61477661	
975	-1.932635062	85.63179779	
974	-1.932380461	85.58161163	
973	-1.932189547	85.54399872	
972	-1.931882012	85.48344421	
971	-1.931968944	85.50055695	
970	-1.931774399	85.46226501	
969	-1.931849258	85.47699738	
968	-1.931816346	85.47052002	
967	-1.931747453	85.45696259	
966	-1.93239285	85.58405304	
965	-1.931432193	85.39495087	
964	-1.931655047	85.43878174	
963	-1.931824681	85.47216034	
962	-1.931641551	85.43612671	
961	-1.931497878	85.40786743	
960	-1.931366731	85.38208008	
959	-1.931537641	85.41568756	
958	-1.931402936	85.3891983	
957	-1.931728376	85.45320892	
956	-1.931279756	85.3649826	
955	-1.931744079	85.45629883	
954	-1.931590084	85.4260025	
953	-1.931913756	85.48969269	
952	-1.93196844	85.50045776	
951	-1.932126872	85.53165436	
950	-1.931963324	85.49945068	
949	-1.931530387	85.41426086	
948	-1.932188695	85.54383087	
947	-1.932547993	85.61463165	
946	-1.932533828	85.61183929	
945	-1.932579881	85.62091827	
944	-1.932776271	85.65964508	
